URL,secure,path,path_specified,expires,discard,port,port_specified
.redtube.com,FALSE,/,TRUE,3429540933,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,3114267333,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,1588626471,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,3114267333,FALSE,,FALSE
www.redtube.com,FALSE,/,TRUE,,TRUE,,FALSE
.redtube.com,FALSE,/,TRUE,3429540935,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,3114267335,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,1588626472,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,3114267335,FALSE,,FALSE
www.redtube.com,FALSE,/,TRUE,,TRUE,,FALSE
ht.redtube.com,FALSE,/,TRUE,,TRUE,,FALSE
stream.cms.rakuten.co.jp,TRUE,/,TRUE,,TRUE,,FALSE
.rakuten.co.jp,FALSE,/,TRUE,1620162481,FALSE,,FALSE
.rakuten.co.jp,FALSE,/,TRUE,1557092281,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1620162499,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1588626499,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1588626502,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1588626504,FALSE,,FALSE
.xnxx.com,FALSE,/,TRUE,1559682513,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1588626506,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1588626508,FALSE,,FALSE
.xnxx.com,FALSE,/,TRUE,1559682519,FALSE,,FALSE
china.com,FALSE,/,TRUE,,TRUE,,FALSE
.wrating.com,FALSE,/,TRUE,1868130524,FALSE,,FALSE
rank.china.com,FALSE,/,TRUE,,TRUE,,FALSE
.themeforest.net,FALSE,/,TRUE,1588626538,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1559682567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1559682567,FALSE,,FALSE
.livejasmin.com,TRUE,/,TRUE,,TRUE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1559682567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1559682567,FALSE,,FALSE
.livejasmin.com,TRUE,/,TRUE,,TRUE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.cnet.com,TRUE,/,TRUE,1557695376,FALSE,,FALSE
.cnet.com,TRUE,/,TRUE,1557695376,FALSE,,FALSE
.cnet.com,TRUE,/,TRUE,1557695376,FALSE,,FALSE
www.cnet.com,TRUE,/,TRUE,,TRUE,,FALSE
.flickr.com,FALSE,/,TRUE,1588626579,FALSE,,FALSE
.www.pixnet.net,FALSE,/,TRUE,,TRUE,,FALSE
.www.pixnet.net,FALSE,/,TRUE,,TRUE,,FALSE
.pixanalytics.com,FALSE,/,TRUE,1620162597,FALSE,,FALSE
.pixnet.net,FALSE,/,TRUE,1620162557,FALSE,,FALSE
.google.com.ar,FALSE,/,TRUE,1559682599,FALSE,,FALSE
.google.com.ar,FALSE,/,TRUE,1572901799,FALSE,,FALSE
.google.com.ar,FALSE,/,TRUE,1559682600,FALSE,,FALSE
.google.com.ar,FALSE,/,TRUE,1572901800,FALSE,,FALSE
www.aol.co.uk,TRUE,/,TRUE,,TRUE,,FALSE
www.aol.co.uk,FALSE,/,TRUE,1557091810,FALSE,,FALSE
www.aol.co.uk,FALSE,/,TRUE,1557091810,FALSE,,FALSE
www.aol.co.uk,FALSE,/,TRUE,1557091810,FALSE,,FALSE
.amazon.com,FALSE,/,TRUE,1651763442,FALSE,,FALSE
.amazon.com,FALSE,/,TRUE,,TRUE,,FALSE
.amazon.com,FALSE,/,TRUE,1651763443,FALSE,,FALSE
.amazon.com,FALSE,/,TRUE,,TRUE,,FALSE
.youporn.com,FALSE,/,TRUE,1924948800,FALSE,,FALSE
.youporn.com,FALSE,/,TRUE,1924948800,FALSE,,FALSE
.youporn.com,FALSE,/,TRUE,1557177036,FALSE,,FALSE
.youporn.com,FALSE,/,TRUE,1924948800,FALSE,,FALSE
.youporn.com,FALSE,/,TRUE,1924948800,FALSE,,FALSE
.youporn.com,FALSE,/,TRUE,1557177036,FALSE,,FALSE
ht.youporn.com,FALSE,/,TRUE,,TRUE,,FALSE
.google.com.sa,FALSE,/,TRUE,1559682639,FALSE,,FALSE
.google.com.sa,FALSE,/,TRUE,1572901839,FALSE,,FALSE
.google.com.sa,FALSE,/,TRUE,1559682640,FALSE,,FALSE
.google.com.sa,FALSE,/,TRUE,1572901840,FALSE,,FALSE
.sogou.com,FALSE,/,TRUE,1588626644,FALSE,,FALSE
.sogou.com,FALSE,/,TRUE,2187810644,FALSE,,FALSE
.sogou.com,FALSE,/,TRUE,1588626646,FALSE,,FALSE
.sogou.com,FALSE,/,TRUE,2187810646,FALSE,,FALSE
.booking.com,TRUE,/,TRUE,1714770654,FALSE,,FALSE
.booking.com,TRUE,/,TRUE,1714770655,FALSE,,FALSE
.google.com.eg,FALSE,/,TRUE,1559682675,FALSE,,FALSE
.google.com.eg,FALSE,/,TRUE,1572901875,FALSE,,FALSE
.google.com.eg,FALSE,/,TRUE,1559682675,FALSE,,FALSE
.google.com.eg,FALSE,/,TRUE,1572901875,FALSE,,FALSE
.google.com.tw,FALSE,/,TRUE,1559682676,FALSE,,FALSE
.google.com.tw,FALSE,/,TRUE,1572901876,FALSE,,FALSE
.google.com.tw,FALSE,/,TRUE,1559682676,FALSE,,FALSE
.google.com.tw,FALSE,/,TRUE,1572901876,FALSE,,FALSE
.nytimes.com,FALSE,/,TRUE,1588626670,FALSE,,FALSE
.weather.com,TRUE,/,TRUE,,TRUE,,FALSE
.secureserver.net,FALSE,/,TRUE,1588626694,FALSE,,FALSE
.secureserver.net,FALSE,/,TRUE,1588626694,FALSE,,FALSE
.secureserver.net,FALSE,/,TRUE,1588626700,FALSE,,FALSE
.secureserver.net,FALSE,/,TRUE,1588626700,FALSE,,FALSE
.insightexpressai.com,FALSE,/,TRUE,1620162705,FALSE,,FALSE
.insightexpressai.com,FALSE,/,TRUE,1620162705,FALSE,,FALSE
.google.nl,FALSE,/,TRUE,1559682709,FALSE,,FALSE
.google.nl,FALSE,/,TRUE,1572901909,FALSE,,FALSE
.google.nl,FALSE,/,TRUE,1559682709,FALSE,,FALSE
.google.nl,FALSE,/,TRUE,1572901909,FALSE,,FALSE
sample-api-v2.crazyegg.com,FALSE,/,TRUE,,TRUE,,FALSE
.fiverr.com,FALSE,/,TRUE,1588626710,FALSE,,FALSE
.bitly.com,FALSE,/,TRUE,,TRUE,,FALSE
.bitly.com,FALSE,/,TRUE,1588626735,FALSE,,FALSE
.flipkart.com,FALSE,/,TRUE,1572869217,FALSE,,FALSE
.flipkart.com,FALSE,/,TRUE,1588626741,FALSE,,FALSE
.flipkart.com,FALSE,/,TRUE,1572869219,FALSE,,FALSE
.flipkart.com,FALSE,/,TRUE,1588626743,FALSE,,FALSE
.adf.ly,FALSE,/,TRUE,,TRUE,,FALSE
.adf.ly,FALSE,/,TRUE,1588626752,FALSE,,FALSE
sjrtp8-cdn.marketo.com,TRUE,/,TRUE,1557092861,FALSE,,FALSE
.amazon.com,FALSE,/,TRUE,1651763563,FALSE,,FALSE
.amazon.com,FALSE,/,TRUE,,TRUE,,FALSE
sjrtp8.marketo.com,TRUE,/,TRUE,1557092866,FALSE,,FALSE
.google.com.pk,FALSE,/,TRUE,1559682768,FALSE,,FALSE
.google.com.pk,FALSE,/,TRUE,1572901968,FALSE,,FALSE
.google.com.pk,FALSE,/,TRUE,1559682768,FALSE,,FALSE
.google.com.pk,FALSE,/,TRUE,1572901968,FALSE,,FALSE
.rambler.ru,FALSE,/,TRUE,2145916555,FALSE,,FALSE
.go.sonobi.com,FALSE,/,TRUE,,TRUE,,FALSE
.blogfa.com,FALSE,/,TRUE,1588626781,FALSE,,FALSE
.google.co.th,FALSE,/,TRUE,1559682782,FALSE,,FALSE
.google.co.th,FALSE,/,TRUE,1572901982,FALSE,,FALSE
.google.co.th,FALSE,/,TRUE,1559682782,FALSE,,FALSE
.google.co.th,FALSE,/,TRUE,1572901982,FALSE,,FALSE
.google.co.za,FALSE,/,TRUE,1559682783,FALSE,,FALSE
.google.co.za,FALSE,/,TRUE,1572901983,FALSE,,FALSE
.google.co.za,FALSE,/,TRUE,1559682783,FALSE,,FALSE
.google.co.za,FALSE,/,TRUE,1572901983,FALSE,,FALSE
.theguardian.com,TRUE,/,TRUE,1564866784,FALSE,,FALSE
www.theguardian.com,TRUE,/,TRUE,,TRUE,,FALSE
.go.sonobi.com,FALSE,/,TRUE,,TRUE,,FALSE
appnexus-partners.tremorhub.com,FALSE,/,TRUE,,TRUE,,FALSE
ads.playground.xyz,FALSE,/,TRUE,1557094390,FALSE,,FALSE
.admaster.com.cn,FALSE,/,TRUE,1588655612,FALSE,,FALSE
.livedoor.com,FALSE,/,TRUE,1572642825,FALSE,,FALSE
.livedoor.com,FALSE,/,TRUE,1572642825,FALSE,,FALSE
www.livedoor.com,FALSE,/,TRUE,1564866825,FALSE,,FALSE
.livedoor.com,FALSE,/,TRUE,1572642826,FALSE,,FALSE
.livedoor.com,FALSE,/,TRUE,1572642826,FALSE,,FALSE
www.livedoor.com,FALSE,/,TRUE,1564866826,FALSE,,FALSE
.livedoor.com,FALSE,/,TRUE,1572642829,FALSE,,FALSE
.livedoor.com,FALSE,/,TRUE,1572642829,FALSE,,FALSE
www.livedoor.com,FALSE,/,TRUE,1564866829,FALSE,,FALSE
news.livedoor.com,FALSE,/,TRUE,1564866833,FALSE,,FALSE
.torrentz.eu,FALSE,/,TRUE,1588626840,FALSE,,FALSE
.badoo.com,FALSE,/,TRUE,4710690841,FALSE,,FALSE
.wordpress.com,FALSE,/,TRUE,1562346844,FALSE,,FALSE
.wordpress.com,FALSE,/,TRUE,1562346844,FALSE,,FALSE
.wordpress.com,FALSE,/,TRUE,1714770844,FALSE,,FALSE
.badoo.com,FALSE,/,TRUE,4710690844,FALSE,,FALSE
.bankofamerica.com,FALSE,/,TRUE,,TRUE,,FALSE
.bankofamerica.com,FALSE,/,TRUE,,TRUE,,FALSE
.bankofamerica.com,FALSE,/,TRUE,,TRUE,,FALSE
.bankofamerica.com,FALSE,/,TRUE,,TRUE,,FALSE
live.rezync.com,FALSE,/,TRUE,1714770857,FALSE,,FALSE
ps.eyeota.net,FALSE,/,TRUE,,TRUE,,FALSE
.adsafety.net,FALSE,/,TRUE,1588626860,FALSE,,FALSE
cm.adsafety.net,FALSE,/,TRUE,1588626860,FALSE,,FALSE
cm.adsafety.net,FALSE,/,TRUE,1588626860,FALSE,,FALSE
cm.adsafety.net,FALSE,/,TRUE,1588626860,FALSE,,FALSE
.bankofamerica.com,FALSE,/,TRUE,,TRUE,,FALSE
.bankofamerica.com,FALSE,/,TRUE,,TRUE,,FALSE
.bankofamerica.com,FALSE,/,TRUE,,TRUE,,FALSE
.bankofamerica.com,FALSE,/,TRUE,,TRUE,,FALSE
.indeed.co.uk,FALSE,/,TRUE,2093961786,FALSE,,FALSE
www.indeed.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
www.indeed.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
www.indeed.co.uk,FALSE,/,TRUE,2093961786,FALSE,,FALSE
www.indeed.co.uk,FALSE,/,TRUE,1557091055,FALSE,,FALSE
www.indeed.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.indeed.co.uk,FALSE,/,TRUE,2093961786,FALSE,,FALSE
www.indeed.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
www.indeed.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
www.indeed.co.uk,FALSE,/,TRUE,2093961786,FALSE,,FALSE
www.indeed.co.uk,FALSE,/,TRUE,1557091055,FALSE,,FALSE
www.indeed.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.aweber.com,FALSE,/,TRUE,,TRUE,,FALSE
.aweber.com,FALSE,/,TRUE,,TRUE,,FALSE
www.aweber.com,FALSE,/,TRUE,,TRUE,,FALSE
.aweber.com,FALSE,/,TRUE,,TRUE,,FALSE
.aweber.com,FALSE,/,TRUE,,TRUE,,FALSE
www.aweber.com,FALSE,/,TRUE,,TRUE,,FALSE
.google.co.ve,FALSE,/,TRUE,1559682918,FALSE,,FALSE
.google.co.ve,FALSE,/,TRUE,1572902118,FALSE,,FALSE
.google.co.ve,FALSE,/,TRUE,1559682918,FALSE,,FALSE
.google.co.ve,FALSE,/,TRUE,1572902118,FALSE,,FALSE
analytics.chase.com,FALSE,/,TRUE,,TRUE,,FALSE
.chase.com,TRUE,/,TRUE,1588626939,FALSE,,FALSE
.chase.com,FALSE,/,TRUE,,TRUE,,FALSE
.chase.com,FALSE,/,TRUE,,TRUE,,FALSE
secure05b.chase.com,FALSE,/,TRUE,,TRUE,,FALSE
.mediafire.com,FALSE,/,TRUE,1588626947,FALSE,,FALSE
.mediafire.com,FALSE,/,TRUE,1617570948,FALSE,,FALSE
tag.crsspxl.com,FALSE,/,TRUE,1557094550,FALSE,,FALSE
.brealtime.com,FALSE,/,TRUE,1588626964,FALSE,,FALSE
.adotmob.com,FALSE,/,TRUE,1591218965,FALSE,,FALSE
.adotmob.com,FALSE,/,TRUE,1591218965,FALSE,,FALSE
.mailchimp.com,FALSE,/,TRUE,1588626973,FALSE,,FALSE
mailchimp.com,FALSE,/,TRUE,,TRUE,,FALSE
6114620.global.siteimproveanalytics.io,FALSE,/,TRUE,,TRUE,,FALSE
6114620.global.siteimproveanalytics.io,FALSE,/,FALSE,,TRUE,,FALSE
www.so.com,FALSE,/,TRUE,1620162978,FALSE,,FALSE
www.so.com,FALSE,/,TRUE,1557091578,FALSE,,FALSE
www.so.com,FALSE,/,TRUE,1620162982,FALSE,,FALSE
www.so.com,FALSE,/,TRUE,1557091582,FALSE,,FALSE
open.onebox.so.com,FALSE,/,TRUE,,TRUE,,FALSE
.archive.org,FALSE,/,TRUE,,TRUE,,FALSE
.espncricinfo.com,FALSE,/,TRUE,2188243003,FALSE,,FALSE
www.espncricinfo.com,FALSE,/,TRUE,1557695803,FALSE,,FALSE
www.espncricinfo.com,FALSE,/,TRUE,,TRUE,,FALSE
www.espncricinfo.com,FALSE,/,TRUE,1557695803,FALSE,,FALSE
www.espncricinfo.com,FALSE,/,TRUE,1557695803,FALSE,,FALSE
.espncricinfo.com,FALSE,/,TRUE,2188243001,FALSE,,FALSE
www.espncricinfo.com,FALSE,/,TRUE,1557695801,FALSE,,FALSE
www.espncricinfo.com,FALSE,/,TRUE,,TRUE,,FALSE
www.espncricinfo.com,FALSE,/,TRUE,1557695801,FALSE,,FALSE
www.espncricinfo.com,FALSE,/,TRUE,1557695801,FALSE,,FALSE
.soundcloud.com,FALSE,/,TRUE,1872451010,FALSE,,FALSE
.google.gr,FALSE,/,TRUE,1559683014,FALSE,,FALSE
.google.gr,FALSE,/,TRUE,1572902214,FALSE,,FALSE
.google.gr,FALSE,/,TRUE,1559683015,FALSE,,FALSE
.google.gr,FALSE,/,TRUE,1572902215,FALSE,,FALSE
.xcar.com.cn,FALSE,/,TRUE,1588627016,FALSE,,FALSE
.xcar.com.cn,FALSE,/,TRUE,1559683016,FALSE,,FALSE
.xcar.com.cn,FALSE,/,TRUE,1559683016,FALSE,,FALSE
.xcar.com.cn,FALSE,/,TRUE,1588627019,FALSE,,FALSE
.xcar.com.cn,FALSE,/,TRUE,1559683019,FALSE,,FALSE
.xcar.com.cn,FALSE,/,TRUE,1559683019,FALSE,,FALSE
d0.xcar.com.cn,FALSE,/,TRUE,1557091624,FALSE,,FALSE
icon.xcar.com.cn,TRUE,/,TRUE,1557091626,FALSE,,FALSE
asserts.xcarimg.com,FALSE,/,TRUE,1557091627,FALSE,,FALSE
js.xcar.com.cn,FALSE,/,TRUE,1557091630,FALSE,,FALSE
msg.xcar.com.cn,FALSE,/,TRUE,1557091636,FALSE,,FALSE
tools.xcar.com.cn,FALSE,/,TRUE,1557091654,FALSE,,FALSE
jcmonitor.xcar.com.cn,FALSE,/,TRUE,1557091175,FALSE,,FALSE
pvx.xcar.com.cn,FALSE,/,TRUE,1557091177,FALSE,,FALSE
.analytics.businessinsider.com,FALSE,/,TRUE,1620163084,FALSE,,FALSE
in.ml314.com,FALSE,/,TRUE,1557094686,FALSE,,FALSE
.krxd.net,FALSE,/,TRUE,1572643089,FALSE,,FALSE
.google.com.co,FALSE,/,TRUE,1559683090,FALSE,,FALSE
.google.com.co,FALSE,/,TRUE,1572902290,FALSE,,FALSE
.google.com.co,FALSE,/,TRUE,1559683090,FALSE,,FALSE
.google.com.co,FALSE,/,TRUE,1572902290,FALSE,,FALSE
.shutterstock.com,FALSE,/,TRUE,1588627091,FALSE,,FALSE
.walmart.com,TRUE,/,TRUE,,TRUE,,FALSE
.walmart.com,TRUE,/,TRUE,,TRUE,,FALSE
.walmart.com,FALSE,/,TRUE,1557092894,FALSE,,FALSE
.walmart.com,FALSE,/,TRUE,1557092894,FALSE,,FALSE
.walmart.com,FALSE,/,TRUE,1557092894,FALSE,,FALSE
.walmart.com,FALSE,/,TRUE,1872667094,FALSE,,FALSE
.walmart.com,FALSE,/,TRUE,1557092894,FALSE,,FALSE
.walmart.com,FALSE,/,TRUE,1557092894,FALSE,,FALSE
www.walmart.com,TRUE,/,TRUE,,TRUE,,FALSE
www.walmart.com,FALSE,/,TRUE,,TRUE,,FALSE
.google.co.id,FALSE,/,TRUE,1559683098,FALSE,,FALSE
.google.co.id,FALSE,/,TRUE,1572902298,FALSE,,FALSE
.google.co.id,FALSE,/,TRUE,1559683098,FALSE,,FALSE
.google.co.id,FALSE,/,TRUE,1572902298,FALSE,,FALSE
.google.be,FALSE,/,TRUE,1559683103,FALSE,,FALSE
.google.be,FALSE,/,TRUE,1572902303,FALSE,,FALSE
.google.be,FALSE,/,TRUE,1559683103,FALSE,,FALSE
.google.be,FALSE,/,TRUE,1572902303,FALSE,,FALSE
login.microsoftonline.com,TRUE,/,TRUE,1559683105,FALSE,,FALSE
login.microsoftonline.com,TRUE,/,TRUE,1559683105,FALSE,,FALSE
login.microsoftonline.com,TRUE,/,TRUE,,TRUE,,FALSE
login.microsoftonline.com,TRUE,/,TRUE,,TRUE,,FALSE